id,Número do Incidente,label,predicted,Nota1,Nota2,Comentário
338,INC000026670468,elogio,elogio,5,5,ótimo atendimento. rápido e eficaz
339,INC000026670399,elogio,elogio,5,5,"apoio local como sempre excelente. os técnicos charlei toledo jacob, rildo barbosa de sousa e rodrigo sempre nos prestam serviços de excelente qualidade"
340,INC000026671206,elogio,elogio,5,5,atendimento rápido e satisfatório
341,INC000026671170,elogio,elogio,5,5,atendimento muito bom!!
342,INC000026671322,elogio,elogio,5,5,o atendimento foi bom e o funcionário muito atencioso
343,INC000026671764,elogio,elogio,5,5,agradeço pelo pronto atendimento
344,INC000026672232,elogio,elogio,5,5,o atendente foi bastante atencioso e prestativo
345,INC000026672226,elogio,elogio,5,5,ótimo atendimento
346,INC000026672443,elogio,elogio,5,5,ótimo atendimento
347,INC000026673111,elogio,elogio,5,5,atendimento rápido e eficiente. obrigada
348,INC000026673352,elogio,elogio,5,5,atenciosa e prestativa
349,INC000026673444,elogio,elogio,5,5,atendimento realizado com presteza e educadamente
350,INC000026673453,elogio,elogio,5,5,técnico muito atencioso.
351,INC000026673630,elogio,elogio,5,5,foi muito paciente e solícita
352,INC000026673645,elogio,elogio,5,5,muito atencioso o atendente
353,INC000026673831,elogio,elogio,5,5,"excelente atende, rápida e eficaz"
354,INC000026673812,elogio,elogio,5,5,muito bom atendimento
355,INC000026673747,elogio,elogio,5,5,muito atencioso o atendente
356,INC000026673815,elogio,elogio,5,5,"deixo clara a minha total satisfação com o atendimento da gabiela, atenciosa, educada e prestativa. teve paciência e presteza na resolução do problema."
357,INC000026674196,elogio,elogio,5,5,excelente atendimeno
358,INC000026674217,elogio,elogio,5,5,agradeço pelo pronto atendimento da equipe tic
359,INC000026674386,elogio,elogio,5,5,parabens pelo ótimo serviço prestado
360,INC000026674222,elogio,neutro,5,5,"nota 10 para o ""aplicações petrobras"""
361,INC000026674474,elogio,elogio,5,5,destaca-se em rapidez e excelência no atendimento
362,INC000026674758,elogio,elogio,5,5,"parabéns pela atendente. muito atenciosa e prestativa...coisas que em 2 chamados anteriores solicitados, para a mesma situação não houve a pro-atividade. estou muito satisfeita"
363,INC000026674671,elogio,neutro,4,5,no primeiro momento foi resolvido o problema de forma operacional e rapida
364,INC000026674899,elogio,elogio,5,5,"gostaria de agradecer pela eficiência e agilidade do atendimento de vinicius machado da ti, que rapidamente resolveu meu problema ainda pela manhã"
365,INC000026674901,elogio,elogio,5,5,"excelente velocidade de atendimento, muito rápido! parabéns"
366,INC000026674898,elogio,elogio,5,5,muito bem atendida pela profissional bruna vieira
367,INC000026674806,elogio,elogio,5,5,gostaria de agradecer a atendente clara pelo excelente serviço!
368,INC000026674828,elogio,elogio,5,1,agradeço pelo pronto atendimento
369,INC000026674931,elogio,elogio,5,5,o pedido foi atendido com rapidez e eficiência
370,INC000026674716,elogio,elogio,5,5,atendimento eficiente e rápido. parabéns!!!
371,INC000026674858,elogio,elogio,5,5,ótimo atendimento! parabéns!
372,INC000026674930,elogio,elogio,5,5,excelente atendimento. nota 10
373,INC000026674967,elogio,elogio,5,5,rápido !
374,INC000026674981,elogio,elogio,5,5,ressalto o excelente atendimento recebido
375,INC000026675183,elogio,elogio,5,5,excelente atendimento. muito obrigado
376,INC000026675205,elogio,elogio,5,5,agradeço pelo pronto atendimento da equipe
377,INC000026675369,elogio,elogio,5,5,excelente!
378,INC000026675410,elogio,elogio,5,5,agradeço pelo pronto atendimento da equipe
379,INC000026675423,elogio,elogio,5,5,"identificado o problema e resolvido de forma rápida, o que me permitiu voltar as minhas atividades sem atrasos nas demandas"
380,INC000026675611,elogio,elogio,5,5,excelente atendimento! profissional super competente
381,INC000026675740,elogio,elogio,5,5,sempre muito satisfeito com o atendimento
382,INC000026675833,elogio,elogio,5,5,atendimento rápido e eficiente
383,INC000026676038,elogio,elogio,5,5,atendimento super solícito
384,INC000026675954,elogio,elogio,5,5,o atendimento foi ótimo
385,INC000026675969,elogio,elogio,5,5,excelente presteza no atendimento do tecom a bordo
386,INC000026676196,elogio,elogio,5,5,"excelente trabalho, muito obrigado"
387,INC000026676211,elogio,elogio,5,5,excelente atendimento
388,INC000026676322,elogio,reclamação,3,5,"excelente trabalho, porém demorou muito. + de 60minutos"
389,INC000026676580,elogio,elogio,5,5,excelente funcionário
390,INC000026676406,elogio,elogio,5,5,excelente
391,INC000026676537,elogio,elogio,5,5,"atendimento da carine, foi perfeito. obrigado!"
392,INC000026676563,elogio,elogio,5,5,atendimento rápido. muito bom!
393,INC000026676747,elogio,elogio,5,5,excelente atendimento! profissional super competente
394,INC000026676703,elogio,elogio,5,5,"problema resolvido, com sucesso. obrigado"
395,INC000026676891,elogio,elogio,5,5,"a atendente desta solicitação foi muito dedicada e atenciosa, ajudando a solucionar o problema."
396,INC000026676967,elogio,elogio,5,5,atendimento prestado com máxima eficiência
397,INC000026677066,elogio,elogio,5,5,o problema foi resolvido pela atendente de forma e eficiente
398,INC000026677540,elogio,elogio,5,5,excelente
399,INC000026677510,elogio,elogio,5,5,atendimento muito bom
400,INC000026677626,elogio,elogio,5,5,parabéns pelo atendimento
401,INC000026677780,elogio,elogio,5,5,ótimo atendimento. resolveu rápido
402,INC000026677898,elogio,elogio,5,5,o colaborador esta de parabéns pelo ótimo atendimento
403,INC000026677916,elogio,elogio,5,5,o colaborador esta de parabéns pelo ótimo atendimento
404,INC000026677622,elogio,elogio,5,5,rápido e eficaz! parabéns!!!
405,INC000026677855,elogio,elogio,5,5,atendimento muito bom
406,INC000026677994,elogio,elogio,5,5,excelente atendimento. a equipe está de parabéns
407,INC000026678005,elogio,elogio,5,5,o colaborador esta de parabéns pelo ótimo atendimento
408,INC000026678027,elogio,elogio,5,5,o colaborador esta de parabéns pelo ótimo atendimento
409,INC000026678148,elogio,elogio,5,5,o colaborador esta de parabéns pelo ótimo atendimento
410,INC000026678128,elogio,elogio,5,5,atendimento rápido e eficaz realizado pelo profissional maycon
411,INC000026678200,elogio,elogio,5,5,muito bom atendimento
412,INC000026678280,elogio,elogio,5,5,excelente atendimento. a equipe está de parabéns
413,INC000026678400,elogio,elogio,5,5,excelente!
414,INC000026678372,elogio,elogio,5,5,atendimento rápido. ótimo atendimento
415,INC000026678720,elogio,elogio,5,5,atendimento rápido. ótimo atendimento
416,INC000026679065,elogio,elogio,5,5,o atendimento foi ágil e eficaz
417,INC000026679177,elogio,elogio,5,5,muito bem atendido e solicitação resolvida
418,INC000026679018,elogio,elogio,5,5,excelente atendimento do tcnico rafael
419,INC000026679335,elogio,elogio,5,5,"ótimo atendimento,solicitação concluída"
420,INC000026679367,elogio,elogio,5,5,rápido e eficiente!
421,INC000026679537,elogio,elogio,5,5,o atendimento foi bem rápido. parabéns. obrigada
422,INC000026679801,elogio,elogio,5,5,"muito bom o trabalho executado pela atendente ""parabens"""
423,INC000026679727,elogio,elogio,5,5,excelente atendimento
424,INC000026679814,elogio,elogio,5,5,ótimo atendimento
425,INC000026679896,elogio,elogio,5,5,excelente atendimento
426,INC000026680550,elogio,elogio,5,5,o atendimento foi perfeito
427,INC000026680661,elogio,elogio,5,5,obrigada
428,INC000026680891,elogio,elogio,5,5,muito obrigado!
429,INC000026680809,elogio,elogio,5,5,serviço ágil
430,INC000026681011,elogio,elogio,5,5,agradeço pela atenção e pronto atendimento
431,INC000026681265,elogio,elogio,5,5,o chamado foi prontamente atendido. a equipe está de parabéns!
432,INC000026681308,elogio,elogio,5,5,"qualidade ,esclarecimento,atenção e presteza do serviço pela atendente flávia"
433,INC000026681430,elogio,elogio,5,5,atendente atenciosa e precisa
434,INC000026681451,elogio,elogio,5,5,técnico paciente e atencioso
435,INC000026681789,elogio,elogio,5,5,bom atendimento e problema resolvido
436,INC000026681677,elogio,elogio,5,5,sempre que preciso sou bem atendido
437,INC000026682156,elogio,elogio,5,5,a técnica fátima exerceu a excelência no meu atendimento. parabéns! continue assim
438,INC000026682685,elogio,elogio,5,5,atendimento muito rápido
439,INC000026682909,elogio,elogio,5,5,excelente agilidade! parabéns!!
440,INC000026682918,elogio,elogio,5,5,eficiência no atendimento
441,INC000026683352,elogio,elogio,5,5,excelente atendimento
442,INC000026683545,elogio,elogio,5,5,excelente trabalho do setor de ti
443,INC000026683667,elogio,elogio,5,5,ótimo atendimento
444,INC000026683680,elogio,elogio,5,5,ótimo atendimento
445,INC000026158611,elogio,elogio,5,5,agradeço o empenho do técnico responsável pela insistência na busca de solucionar o problema e em deixar o equipamento disponível para utilização
446,INC000026553118,elogio,elogio,5,5,excelente atendimento
447,INC000026582076,elogio,elogio,5,5,atendimento resolvido com eficiência
448,INC000026590061,elogio,elogio,5,5,presteza no trabalho
449,INC000026590627,elogio,elogio,5,5,presteza no trabalho
450,INC000026633326,elogio,elogio,5,5,o igor foi bastante dedicado até solucionar o problema
451,INC000026633792,elogio,elogio,5,5,ótimo atendimento
452,INC000026639384,elogio,elogio,5,5,"excelente atendimento, pena que o equipamento já não atende as expectativas"
453,INC000026640821,elogio,elogio,5,5,atendimento com eficiência
454,INC000026644560,elogio,elogio,5,5,o colaborador esta de parabéns pelo ótimo atendimento
455,INC000026645121,elogio,elogio,5,5,o colaborador esta de parabéns pelo ótimo atendimento
456,INC000026649622,elogio,elogio,5,5,"técnica responsável pelo atendimento altamente capacitada, atenciosa e educada. parabéns! muito bom ter profissionais desse nível."
457,INC000026651861,elogio,elogio,5,5,grata pelo auxilio
458,INC000026653369,elogio,elogio,5,5,"o gerente josé renato de andrade ficou super satisfeito do apoiador local waldson weslcley magalhães dos santos e pediu para que o mesmo fosse elogiado pelo bom atendimento do mesmo,foi excelente em sua tarefa"
459,INC000026658428,elogio,elogio,5,5,"bom atendimento, problema resolvido"
460,INC000026661033,elogio,elogio,5,5,"a técnica amanda prestou um ótimo serviço, rápido e eficiente, atendendo com muita gentileza"
461,INC000026661167,elogio,elogio,5,5,excelente atendimento
462,INC000026662078,elogio,elogio,5,5,atencioso
463,INC000026662672,elogio,elogio,5,5,excelente atendimento!!
464,INC000026665086,elogio,elogio,5,5,excelente atendimento em todos aspectos
465,INC000026666398,elogio,elogio,5,5,excelente atendimento
466,INC000026667393,elogio,elogio,5,5,fiquei muito satisfeita com o atendimento e a solução rápida do problema
467,INC000026669255,elogio,elogio,5,5,ótimo atendimento
468,INC000026673846,elogio,elogio,5,5,parabéns pela agilidade e rapidez no atendimento
469,INC000026673899,elogio,elogio,5,5,ótimo atendimento
470,INC000026674281,elogio,elogio,5,5,excelente prestatividade. parabéns
471,INC000026674455,elogio,elogio,5,5,excelente atendimento do ap local
472,INC000026674520,elogio,elogio,5,5,equipe muito empenhada na solução do problema
473,INC000026674754,elogio,elogio,5,5,atencioso e rápido na medida do possível
474,INC000026675405,elogio,elogio,5,5,"excelente trabalho, muito obrigado"
475,INC000026675935,elogio,elogio,5,5,atendimento excelente
476,INC000026675940,elogio,elogio,5,5,ótimo serviço prestado
477,INC000026675957,elogio,elogio,5,5,ótimo atendimento. solicitação resolvido.
478,INC000026676243,elogio,elogio,5,5,profissional muito competente
479,INC000026677232,elogio,elogio,5,5,"agradeço ao atendente gabriel que se demonstrou comprometido em resolver nossa solicitação, são ações como esta que fazem a diferença para o crescimento de nossa empresa, o compromisso aliado a pro atividade, muito obrigado!"
480,INC000026677003,elogio,elogio,5,5,excelente
481,INC000026677372,elogio,elogio,5,5,excelente atendimento
482,INC000026677645,elogio,elogio,5,5,rapidez e eficaz se resume o atendimento
483,INC000026677833,elogio,elogio,5,5,agradeço o ótimo atendimento e serviço prestado na solução do incidente
484,INC000026677777,elogio,elogio,5,5,"parabenizo o profissional que realizou o atendimento, por ter demonstrado competência e pela sua forma educada de agir."
485,INC000026678326,elogio,elogio,5,5,obrigada pelo pronto atendimento
486,INC000026678810,elogio,elogio,5,5,agradeço o pronto atendimento e empenho na solução do chamado
487,INC000026679096,elogio,elogio,5,5,obgda.!
488,INC000026679210,elogio,elogio,5,5,natália foi excelente no atendimento: rápida e eficiente!
489,INC000026679819,elogio,elogio,5,5,funcionario muito atencioso e prestativo
490,INC000026679995,elogio,elogio,5,5,ótimo atendimento.concluído o chamado.obrigado
491,INC000026679871,elogio,elogio,5,5,excelente atendimento
492,INC000026680501,elogio,reclamação,3,1,"o atendimento do colaborador foi excelente, entretanto o desempenho não apresentou grandes mudanças"
493,INC000026680496,elogio,elogio,5,5,atendente extremamente competente e atencioso
494,INC000026680915,elogio,elogio,5,5,"o renato é sem dúvida acima da média. excelente atendimento. paciente, cortes, educado e com ótimo nível de conhecimento. o renato está de parabéns! poucas vezes fiquei tão satisfeito com os resultados de uma ligação ao 881"
495,INC000026681165,elogio,elogio,5,5,excelente atendimento. continue assim
496,INC000026681057,elogio,elogio,5,5,fiquei muito satisfeita com o atendimento
497,INC000026681180,elogio,elogio,5,5,excelente atendimento
498,INC000026681263,elogio,elogio,5,5,"agradeço o técnico felipe, pela rapidez."
499,INC000026681128,elogio,elogio,5,5,excelente
500,INC000026681358,elogio,elogio,5,5,obrigado e parabéns
501,INC000026681000,elogio,elogio,5,5,excelente atendimento
502,INC000026681604,elogio,elogio,5,5,excelente atendimento
503,INC000026681841,elogio,elogio,5,5,ótimo atendimento
504,INC000026682031,elogio,elogio,5,5,excelente atendimento
505,INC000026682053,elogio,elogio,5,5,muito obrigado
506,INC000026682144,elogio,elogio,5,5,prontamente e eficiente. muito obrigado
507,INC000026682432,elogio,elogio,5,5,fui contactado pelo tic e meu chamado foi resolvido muito rapidamente
508,INC000026682516,elogio,elogio,5,5,atendimento eficaz e pró ativo
509,INC000026682591,elogio,elogio,5,5,"atendimento ágil, parabéns!!"
510,INC000026682630,elogio,elogio,5,5,excelente atendimento
511,INC000026682759,elogio,elogio,5,5,apoio excelente
512,INC000026682934,elogio,elogio,5,5,mostrou determinação na solução do problema
513,INC000026683042,elogio,elogio,5,5,"o renato é sem dúvida acima da média. excelente atendimento. paciente, cortes, educado e com ótimo nível de conhecimento. o renato está de parabéns! poucas vezes fiquei tão satisfeito com os resultados de uma ligação ao 881"
514,INC000026683059,elogio,elogio,5,5,"parabéns, excelente, muito rápido o atendimento"
515,INC000026683167,elogio,elogio,5,5,atendente foi muito pró ativa e solícita
516,INC000026683202,elogio,elogio,5,5,atendente foi muito pró ativa e solícita
517,INC000026683341,elogio,elogio,5,5,excelente atendimento
